NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
37,1,-200.0,-500.0,-2000.0,,-2000.0,,,-1000.0,-400.0,-800.0,,20000.0,-5000.0,-60.0,,-2000.0,,,-2000.0,,,-50.0,800.0,-300.0,-2000.0,-300.0,,,-1000.0,7,5.0,False,False,False,False,False,False,False
38,1,-200.0,-600.0,-2000.0,,-2000.0,70.0,,-1000.0,-300.0,,,20000.0,-3000.0,-60.0,,-1000.0,-70.0,-600.0,-1000.0,-500.0,,-800.0,400.0,,-600.0,-200.0,,,,28,,False,False,False,False,False,False,False
39,1,-200.0,,-800.0,,-2000.0,,,-2000.0,-200.0,,-300.0,5000.0,,-90.0,-300.0,-2000.0,,,-1000.0,-200.0,,,-1000.0,-3000.0,,,,-900.0,,2,,False,False,False,False,False,False,False
40,1,-400.0,-500.0,-2000.0,-500.0,-2000.0,800.0,,,-100.0,,-1000.0,10000.0,-700.0,-300.0,-8000.0,-1000.0,-100.0,-600.0,-1000.0,-400.0,,-300.0,300.0,,,,,-70.0,,13,5.0,False,False,False,False,False,False,False
41,1,-500.0,-70.0,-30.0,,-800.0,300.0,,,-100.0,,-40.0,9000.0,-1000.0,-100.0,-400.0,,-500.0,-2000.0,-1000.0,,,-400.0,-2000.0,,,-40.0,,,,8,5.0,False,False,False,False,False,False,False
42,1,-700.0,-700.0,-3000.0,,-1000.0,,,-1000.0,-200.0,,-500.0,10000.0,-700.0,-100.0,,,,-900.0,-2000.0,-300.0,,-600.0,-400.0,-600.0,,-200.0,,-800.0,,29,,False,False,False,False,False,False,False
43,1,-400.0,-300.0,-300.0,-700.0,-400.0,20.0,,-2000.0,-100.0,,-80.0,10000.0,-400.0,-70.0,-6000.0,,-500.0,-500.0,-1000.0,,,-1000.0,-2000.0,,,-70.0,,,,5,3.0,False,False,False,False,False,False,False
44,1,-800.0,-1000.0,-2000.0,,,,,-5000.0,-400.0,,,200000.0,-6000.0,-200.0,-7000.0,-2000.0,,-3000.0,-500.0,,,-9000.0,-4000.0,,-6000.0,-400.0,,-900.0,,30,,False,False,False,False,False,False,True
45,1,-800.0,-700.0,-900.0,,,4000.0,-3000.0,-1000.0,-200.0,-2.0,,40000.0,-10000.0,-60.0,-6000.0,-1000.0,-200.0,-3000.0,-3000.0,-4000.0,,-600.0,-8000.0,-2000.0,-6000.0,-300.0,,-3000.0,-800.0,6,3.0,False,False,False,False,False,False,False
46,1,-200.0,-500.0,-1000.0,,-2000.0,,-3000.0,-600.0,-50.0,-2000.0,-200.0,30000.0,-700.0,,-1000.0,,-700.0,,-5000.0,-600.0,,-700.0,-3000.0,-1000.0,-3000.0,-70.0,,,-2000.0,31,,False,False,False,False,False,False,False
47,1,-700.0,-600.0,-600.0,,-500.0,,,-2000.0,-300.0,,,10000.0,-3000.0,-80.0,-4000.0,,-20.0,-200.0,-4000.0,-200.0,,-2000.0,-900.0,,-5000.0,,,,,10,3.0,False,False,False,False,False,False,False
48,1,-500.0,-900.0,-300.0,,-200.0,,,-3000.0,-10.0,,-500.0,40000.0,-5000.0,,-3000.0,,-600.0,,-2000.0,-2000.0,,-100.0,-6000.0,,-4000.0,-500.0,,,,32,,False,False,False,False,False,False,False
49,1,-500.0,-700.0,-300.0,,-3000.0,1000.0,-2000.0,,-300.0,-200.0,,40000.0,-1000.0,-20.0,-5000.0,-2000.0,-1000.0,-4000.0,-3000.0,-3000.0,-1000.0,-400.0,-6000.0,-3000.0,-5000.0,-300.0,-1000.0,-400.0,-2000.0,33,,False,False,False,False,False,False,False
52,1,-7.0,-400.0,-3000.0,,-4000.0,,-3000.0,-2000.0,-70.0,-2000.0,,50000.0,,,-5000.0,-2000.0,-700.0,-50.0,-4000.0,,,-800.0,-9000.0,,-4000.0,-20.0,,-1000.0,-1000.0,34,,False,False,False,False,False,False,False
53,1,-70.0,-2000.0,-1000.0,,-6000.0,,,-400.0,-90.0,,-600.0,50000.0,,-200.0,,,,-2000.0,-2000.0,-3000.0,,-4000.0,7000.0,-400.0,,,,-900.0,,35,,False,False,False,False,False,False,False
54,1,-2000.0,-1000.0,-1000.0,,-3000.0,4000.0,,-1000.0,-200.0,,,30000.0,-4000.0,-500.0,-500.0,,-900.0,-2000.0,-1000.0,,,-4000.0,-4000.0,-10000.0,,-2000.0,,-1000.0,,36,,False,False,False,False,False,False,False
55,1,-600.0,-2000.0,-6000.0,,-8000.0,4000.0,,-1000.0,-1000.0,,,30000.0,,,-20000.0,,-700.0,,-5000.0,-300.0,,,2000.0,-4000.0,,,,,,37,,False,False,False,False,False,False,False
56,1,-2000.0,-1000.0,-3000.0,,-5000.0,,,-7000.0,-300.0,,-2000.0,30000.0,-2000.0,-900.0,-7000.0,,,-3000.0,-5000.0,-2000.0,,-3000.0,-800.0,-4000.0,,,,-400.0,,9,0.0,False,False,False,False,False,False,False
57,1,-1000.0,,-3000.0,-4000.0,-10000.0,,-20000.0,-20000.0,-100.0,-5000.0,,20000.0,-40000.0,-200.0,,-20000.0,-9000.0,-10000.0,-10000.0,,-3000.0,,200000.0,-100000.0,-40000.0,-2000.0,,-6000.0,-9000.0,12,0.0,False,False,False,False,False,False,False
58,1,-3.0,-60.0,-200.0,,,100.0,,-200.0,-90.0,,,3000.0,,-6.0,-1000.0,,,-800.0,-1000.0,,,,-200.0,-400.0,,-6.0,,-300.0,,1,4.0,False,False,False,False,False,False,False
59,1,-100.0,-200.0,-200.0,,-200.0,,,,-200.0,,,5000.0,-300.0,-50.0,-3000.0,-500.0,,,-500.0,-400.0,,,-600.0,-500.0,,-30.0,,-20.0,,38,,False,False,False,False,False,False,False
60,1,-300.0,-70.0,-80.0,,-300.0,200.0,,-700.0,-50.0,,-80.0,3000.0,,-50.0,-2000.0,,-200.0,-200.0,-600.0,,,-600.0,200.0,,,,,-30.0,,39,,False,False,False,False,False,False,False
61,1,-300.0,-200.0,-300.0,,-900.0,400.0,,-900.0,-90.0,,-100.0,4000.0,-100.0,,,-300.0,,-70.0,-600.0,-80.0,,-600.0,-200.0,-1000.0,-3000.0,-300.0,,-60.0,,40,,False,False,False,False,False,False,False
62,1,-300.0,-200.0,-90.0,,-2000.0,400.0,,-100.0,-200.0,,-100.0,10000.0,-900.0,-60.0,-3000.0,-600.0,-200.0,,-300.0,-300.0,,,-1000.0,,-2000.0,-100.0,,,,41,,False,False,False,False,False,False,False
63,1,-400.0,-300.0,-1000.0,,-400.0,,,-80.0,-100.0,,-80.0,100000.0,-10000.0,-20.0,-3000.0,,-1000.0,-1000.0,-2000.0,-800.0,,,20000.0,-20000.0,-5000.0,,,-700.0,,0,4.0,False,False,False,False,False,False,True
64,1,-500.0,-100.0,-200.0,,-2000.0,1000.0,-1000.0,-500.0,-100.0,-2000.0,,20000.0,-4000.0,,,-700.0,-400.0,-4000.0,-1000.0,,,,-6000.0,-1000.0,-2000.0,,,,-1000.0,42,,False,False,False,False,False,False,False
65,1,-400.0,-60.0,-400.0,,-500.0,300.0,-2000.0,-700.0,-400.0,-2000.0,,10000.0,-2000.0,-20.0,,,-10.0,-500.0,-1000.0,-1000.0,-600.0,-600.0,-2000.0,-1000.0,-2000.0,-200.0,,-700.0,-500.0,11,5.0,False,False,False,False,False,False,False
66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,False,False,False,False,False,False,False
67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,False,False,False,False,False,False,False
69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,False,False,False,False,False,False,False
70,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,False,False,False,False,False,False,False
71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,False,False,False,False,False,False,False
72,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,False,False,False,False,False,False,False
73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,False,False,False,False,False,False,False
74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,False,False,False,False,False,False,False
75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,False,False,False,False,False,False,False
76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,False,False,False,False,False,False,False
77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,False,False,False,False,False,False,False
78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,False,False,False,False,False,False,False
79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,False,False,False,False,False,False,False
80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,False,False,False,False,False,False,False
81,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,False,False,False,False,False,False,False
82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,False,False,False,False,False,False,False
83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,False,False,False,False,False,False,False
84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,False,False,False,False,False,False,False
85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,False,False,False,False,False,False,False
86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,False,False,False,False,False,False,False
87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,False,False,False,False,False,False,False
459381,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,False,False,False,False,False,False,False
466907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,False,False,False,False,False,False,False
473173,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,False,False,False,False,False,False,False
503218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,False,False,False,False,False,False,False
503701,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,False,False,False,False,False,False,False
510031,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,False,False,False,False,False,False,False
520660,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,False,False,False,False,False,False,False
523927,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,False,False,False,False,False,False,False
527449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,False,False,False,False,False,False,False
536346,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,False,False,False,False,False,False,False
537281,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,False,False,False,False,False,False,False
552988,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,False,False,False,False,False,False,False
567195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,False,False,False,False,False,False,False
571970,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,False,False,False,False,False,False,False
575030,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,False,False,False,False,False,False,False
577992,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,False,False,False,False,False,False,False
580426,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,False,False,False,False,False,False,False
589943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,False,False,False,False,False,False,False
595298,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,False,False,False,False,False,False,False
595581,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,False,False,False,False,False,False,False
606730,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,False,False,False,False,False,False,False
616315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,False,False,False,False,False,False,False
620120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,False,False,False,False,False,False,False
621924,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,False,False,False,False,False,False,False
630626,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,False,False,False,False,False,False,False
632961,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,False,False,False,False,False,False,False
640784,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,False,False,False,False,False,False,False
642329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,False,False,False,False,False,False,False
644226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,False,False,False,False,False,False,False
657187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,False,False,False,False,False,False,False
