Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Status_demographicsCosine,Status_travelJaccard,Status_dtwAllEdges,Status_dtwCommunication,Status_glPhone-undir5,Status_glEmail-undir5
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
636721,3,638734,1746922822,191.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,0,596726,1747099910,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,common,out of pairing
464579,1,537816,1747618106,1.0,0.0,3.0,33.7833,-45.4927,-25.1781,-110.14399999999999,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
544636,1,579305,1747820601,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,supplementary,out of pairing,supplementary,supplementary,out of pairing,common
588172,1,569329,1747886558,1.0,4.0,0.0,3.00486,-159.23,28.7426,-41.4508,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
636721,3,557626,1747983184,134.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
536906,1,655963,1748228427,1.0,5.0,0.0,22.429000000000002,154.859,29.4162,-45.8675,supplementary,out of pairing,supplementary,supplementary,out of pairing,supplementary
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
628320,1,584457,1748362187,1.0,4.0,3.0,0.22407800000000003,-163.624,-24.475,-111.147,common,out of pairing,out of pairing,out of pairing,out of pairing,common
546593,0,657526,1748390443,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
636721,0,464579,1748685752,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
588172,1,482012,1748999024,1.0,4.0,3.0,3.00486,-159.23,-24.5756,-110.945,common,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
639642,0,557269,1749022742,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
464579,1,558089,1749453774,1.0,0.0,3.0,33.7833,-45.4927,-24.0376,-110.73,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
639642,0,557269,1749614072,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,0,459726,1750124170,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
585606,1,544636,1750327106,1.0,3.0,3.0,-25.2324,-110.18,-23.8755,-111.541,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
636721,1,580798,1750835016,1.0,1.0,2.0,-29.6764,-11.6307,-21.1545,88.0749,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,1,578749,1751122902,1.0,0.0,1.0,33.7833,-45.4927,-35.6034,-11.7988,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
639642,0,557269,1751178615,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
636721,3,492039,1751721537,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
536906,1,601496,1751739763,1.0,5.0,3.0,22.429000000000002,154.859,-24.9297,-111.014,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
536906,0,483005,1751864932,1.0,,,,,,,supplementary,out of pairing,common,common,supplementary,supplementary
579305,1,601496,1752139241,1.0,0.0,3.0,39.8886,-41.778,-24.9297,-111.014,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
557269,1,655963,1752464749,1.0,4.0,0.0,2.40053,-161.28799999999998,29.4162,-45.8675,supplementary,out of pairing,common,common,out of pairing,common
557269,0,601496,1752537623,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
655963,0,579305,1752904348,1.0,,,,,,,supplementary,out of pairing,common,common,out of pairing,common
636721,0,492850,1753499919,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
464579,1,571670,1753584663,1.0,0.0,4.0,33.7833,-45.4927,5.33031,-168.957,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
655963,1,579305,1753785975,1.0,0.0,0.0,29.4162,-45.8675,39.8886,-41.778,supplementary,out of pairing,common,common,out of pairing,supplementary
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
579305,0,584457,1754109036,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
584457,1,579305,1754140717,1.0,3.0,0.0,-24.475,-111.147,39.8886,-41.778,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
655963,1,601496,1754195043,1.0,0.0,3.0,29.4162,-45.8675,-24.9297,-111.014,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
536906,1,639642,1754470104,1.0,5.0,5.0,22.429000000000002,154.859,21.5434,154.279,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
492850,0,464579,1754907086,1.0,,,,,,,supplementary,supplementary,common,common,supplementary,out of pairing
579305,1,639642,1755027371,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,common
541907,0,628320,1755500424,1.0,,,,,,,common,out of pairing,supplementary,supplementary,out of pairing,out of pairing
636721,3,588802,1755937457,62.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,0,588172,1756172891,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
585606,0,516873,1756426835,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,supplementary
655963,1,655963,1756615612,1.0,0.0,0.0,29.4162,-45.8675,29.4162,-45.8675,supplementary,out of pairing,supplementary,supplementary,out of pairing,supplementary
492850,1,569329,1757067128,1.0,3.0,0.0,-24.9904,-111.346,28.7426,-41.4508,supplementary,supplementary,supplementary,supplementary,common,out of pairing
464579,1,500336,1757117624,1.0,0.0,5.0,33.7833,-45.4927,20.7839,156.256,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
580798,0,588172,1757827220,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
536906,1,566580,1757895880,1.0,5.0,3.0,22.429000000000002,154.859,-24.0661,-111.936,supplementary,out of pairing,common,common,common,supplementary
569329,0,588172,1757915557,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
569329,0,636721,1758015384,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
482012,1,492850,1758163696,1.0,3.0,3.0,-24.5756,-110.945,-24.9904,-111.346,supplementary,supplementary,supplementary,supplementary,out of pairing,out of pairing
544636,1,579305,1758612266,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,supplementary,out of pairing,supplementary,supplementary,out of pairing,common
636721,3,605235,1758863537,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,0,623468,1759725625,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
588172,0,636721,1759807817,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,out of pairing
536906,1,477374,1759824634,1.0,5.0,5.0,22.429000000000002,154.859,20.1005,154.004,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,supplementary
579305,0,639642,1759885200,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,supplementary
483005,1,579305,1759896142,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,supplementary,out of pairing,common,common,supplementary,common
483005,1,579305,1759945541,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,supplementary,out of pairing,common,common,supplementary,common
588172,1,464579,1760615625,1.0,4.0,0.0,3.00486,-159.23,33.7833,-45.4927,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
636721,1,536906,1760925124,1.0,1.0,5.0,-29.6764,-11.6307,22.429000000000002,154.859,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
639642,0,639642,1761442947,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,supplementary
492850,1,588172,1761616122,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
492850,1,588172,1761635103,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
464579,1,611238,1761961497,1.0,0.0,1.0,33.7833,-45.4927,-27.0582,-10.3526,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
636721,3,590595,1762166181,277.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
464579,0,536906,1762395783,1.0,,,,,,,supplementary,out of pairing,common,common,supplementary,out of pairing
557269,1,639642,1762602034,1.0,4.0,5.0,2.40053,-161.28799999999998,21.5434,154.279,supplementary,out of pairing,out of pairing,out of pairing,out of pairing,supplementary
536906,1,544636,1762666863,1.0,5.0,3.0,22.429000000000002,154.859,-23.8755,-111.541,supplementary,out of pairing,supplementary,supplementary,out of pairing,common
492850,6,616453,1762819200,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
492850,6,616453,1762819200,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
492850,6,616453,1762819200,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
492850,6,616453,1762819200,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
