Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
50877036,546999,0,551810,1760761624,1.0,-1,-1,,,,
50877039,546999,0,519424,1750362222,1.0,-1,-1,,,,
50877043,546999,0,519424,1761579643,1.0,-1,-1,,,,
50877044,546999,0,519424,1761037422,1.0,-1,-1,,,,
50877046,546999,0,519424,1762029289,1.0,-1,-1,,,,
51283594,547661,0,508951,1751590572,1.0,-1,-1,,,,
53710721,551810,0,594766,1761087549,1.0,-1,-1,,,,
53710731,551810,1,594766,1750476893,1.0,4,3,-1.6907400000000001,-162.996,-25.679000000000002,-110.916
53710732,551810,0,594766,1751493492,1.0,-1,-1,,,,
53710733,551810,0,594766,1749755170,1.0,-1,-1,,,,
53710736,551810,1,636990,1750191782,1.0,4,0,-1.6907400000000001,-162.996,41.6555,-45.6054
53710741,551810,1,636990,1750303899,1.0,4,0,-1.6907400000000001,-162.996,41.6555,-45.6054
53710742,551810,0,594766,1760526246,1.0,-1,-1,,,,
53710745,551810,0,594766,1761801561,1.0,-1,-1,,,,
53710748,551810,1,572500,1749329699,1.0,4,5,-1.6907400000000001,-162.996,20.9894,154.237
53710752,551810,1,572500,1750476974,1.0,4,5,-1.6907400000000001,-162.996,20.9894,154.237
53710769,551810,0,594766,1761526193,1.0,-1,-1,,,,
53710849,551810,1,638752,1750720345,1.0,4,5,-1.6907400000000001,-162.996,22.6482,156.841
53710850,551810,1,638752,1749924745,1.0,4,5,-1.6907400000000001,-162.996,22.6482,156.841
53710853,551810,1,638752,1749382441,1.0,4,5,-1.6907400000000001,-162.996,22.6482,156.841
53710894,551810,0,519424,1751102630,1.0,-1,-1,,,,
53710902,551810,0,546999,1760170621,1.0,-1,-1,,,,
53710904,551810,0,546999,1760845016,1.0,-1,-1,,,,
53710905,551810,1,546999,1751239155,1.0,4,3,-1.6907400000000001,-162.996,-23.788,-110.90700000000001
53710909,551810,0,519424,1750143184,1.0,-1,-1,,,,
53710916,551810,1,519424,1750865460,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53710928,551810,1,519424,1749881217,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53710965,551810,1,546999,1749871034,1.0,4,3,-1.6907400000000001,-162.996,-23.788,-110.90700000000001
53710967,551810,0,546999,1750702608,1.0,-1,-1,,,,
53710970,551810,0,615605,1749366401,1.0,-1,-1,,,,
53710995,551810,0,519424,1759995080,1.0,-1,-1,,,,
53710998,551810,1,519424,1761060090,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711002,551810,1,519424,1760071974,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711007,551810,1,519424,1761751769,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711018,551810,0,519424,1761036254,1.0,-1,-1,,,,
53711020,551810,1,636990,1750404392,1.0,4,0,-1.6907400000000001,-162.996,41.6555,-45.6054
53711022,551810,1,636990,1750127953,1.0,4,0,-1.6907400000000001,-162.996,41.6555,-45.6054
53711023,551810,0,636990,1749780049,1.0,-1,-1,,,,
53711029,551810,1,519424,1760493401,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711031,551810,0,519424,1759014056,1.0,-1,-1,,,,
53711033,551810,1,519424,1759782859,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711038,551810,1,519424,1759764322,1.0,4,4,-1.6907400000000001,-162.996,0.44933900000000004,-165.89
53711046,551810,0,519424,1761137016,1.0,-1,-1,,,,
53711047,551810,0,519424,1762011469,1.0,-1,-1,,,,
53711060,551810,0,519424,1761567505,1.0,-1,-1,,,,
53711075,551810,0,519424,1759349374,1.0,-1,-1,,,,
53711076,551810,0,519424,1759626738,1.0,-1,-1,,,,
53711079,551810,0,519424,1760412689,1.0,-1,-1,,,,
53711119,551810,0,497185,1755216012,1.0,-1,-1,,,,
60418510,558277,1,457397,1747618979,1.0,4,4,0.408001,-168.24200000000002,5.26273,-167.85299999999998
60869446,559042,1,494556,1754355612,1.0,3,2,-24.3194,-111.447,-20.516,88.0396
60869731,559042,1,494508,1745233256,1.0,3,2,-24.3194,-111.447,-22.5174,90.2463
60869984,559042,1,479204,1743296077,1.0,3,0,-24.3194,-111.447,39.3313,-40.6437
62212111,561312,0,581406,1766548838,1.0,-1,-1,,,,
65334779,566386,0,546999,1736934875,1.0,-1,-1,,,,
65335307,566386,1,480375,1747383984,1.0,3,5,-24.5053,-111.53200000000001,22.7442,157.989
65335493,566386,1,559042,1747353643,1.0,3,3,-24.5053,-111.53200000000001,-24.3194,-111.447
66412947,568093,0,652002,1738721089,1.0,-1,-1,,,,
66413516,568093,0,561312,1753747508,1.0,-1,-1,,,,
66415361,568093,1,568093,1762136848,1.0,0,0,28.3004,-47.4036,28.3004,-47.4036
66415612,568093,1,645393,1747716427,1.0,0,3,28.3004,-47.4036,-25.0584,-110.84
66417603,568093,0,612378,1759539977,1.0,-1,-1,,,,
66417761,568093,1,645393,1757727548,1.0,0,3,28.3004,-47.4036,-25.0584,-110.84
66417771,568093,0,561312,1745779283,1.0,-1,-1,,,,
69176315,572500,0,638752,1763018064,1.0,-1,-1,,,,
69176329,572500,0,638752,1763027524,1.0,-1,-1,,,,
69176332,572500,0,638752,1762970902,1.0,-1,-1,,,,
69176338,572500,1,638752,1750186524,1.0,5,5,20.9894,154.237,22.6482,156.841
69176340,572500,1,638752,1737076401,1.0,5,5,20.9894,154.237,22.6482,156.841
69176341,572500,1,638752,1737564252,1.0,5,5,20.9894,154.237,22.6482,156.841
69176344,572500,0,638752,1762990237,1.0,-1,-1,,,,
69176365,572500,1,638752,1763012284,1.0,5,5,20.9894,154.237,22.6482,156.841
69176366,572500,1,638752,1762998401,1.0,5,5,20.9894,154.237,22.6482,156.841
69176367,572500,1,638752,1762966588,1.0,5,5,20.9894,154.237,22.6482,156.841
69176368,572500,1,638752,1763015756,1.0,5,5,20.9894,154.237,22.6482,156.841
69176369,572500,0,638752,1763007785,1.0,-1,-1,,,,
69176378,572500,1,615605,1763023286,1.0,5,5,20.9894,154.237,21.7308,153.632
69176415,572500,1,615605,1763002527,1.0,5,5,20.9894,154.237,21.7308,153.632
69176422,572500,1,615605,1763021721,1.0,5,5,20.9894,154.237,21.7308,153.632
69176425,572500,0,615605,1762981386,1.0,-1,-1,,,,
69176427,572500,1,615605,1749218685,1.0,5,5,20.9894,154.237,21.7308,153.632
69176432,572500,1,615605,1749357788,1.0,5,5,20.9894,154.237,21.7308,153.632
69176436,572500,1,615605,1749888531,1.0,5,5,20.9894,154.237,21.7308,153.632
69176439,572500,1,615605,1737488734,1.0,5,5,20.9894,154.237,21.7308,153.632
69176449,572500,1,636990,1749257632,1.0,5,0,20.9894,154.237,41.6555,-45.6054
69176456,572500,1,594766,1750992008,1.0,5,3,20.9894,154.237,-25.679000000000002,-110.916
69176469,572500,1,546999,1749689463,1.0,5,3,20.9894,154.237,-23.788,-110.90700000000001
69176471,572500,1,636990,1749245687,1.0,5,0,20.9894,154.237,41.6555,-45.6054
69176506,572500,1,519424,1751169442,1.0,5,4,20.9894,154.237,0.44933900000000004,-165.89
69176515,572500,1,519424,1749861187,1.0,5,4,20.9894,154.237,0.44933900000000004,-165.89
69176522,572500,1,581406,1749827638,1.0,5,0,20.9894,154.237,30.7566,-39.3742
69176526,572500,1,546999,1749637427,1.0,5,3,20.9894,154.237,-23.788,-110.90700000000001
75363836,581406,0,615605,1750159176,1.0,-1,-1,,,,
75363868,581406,0,615605,1750429143,1.0,-1,-1,,,,
75363870,581406,0,551810,1751350553,1.0,-1,-1,,,,
75363882,581406,1,636990,1763953405,1.0,0,0,30.7566,-39.3742,41.6555,-45.6054
75363884,581406,1,636990,1764105175,1.0,0,0,30.7566,-39.3742,41.6555,-45.6054
75363886,581406,1,636990,1763741892,1.0,0,0,30.7566,-39.3742,41.6555,-45.6054
75363891,581406,0,638752,1751398263,1.0,-1,-1,,,,
75363892,581406,0,572500,1749283773,1.0,-1,-1,,,,
75363893,581406,0,572500,1749834005,1.0,-1,-1,,,,
75363894,581406,0,594766,1750460034,1.0,-1,-1,,,,
75363897,581406,0,519424,1749926497,1.0,-1,-1,,,,
82604913,593266,0,584811,1741930786,1.0,-1,-1,,,,
82604944,593266,1,584811,1740204214,1.0,5,5,23.715999999999998,158.593,19.0678,160.12
82604968,593266,1,584811,1744313574,1.0,5,5,23.715999999999998,158.593,19.0678,160.12
82604970,593266,1,584811,1741886501,1.0,5,5,23.715999999999998,158.593,19.0678,160.12
82604972,593266,1,584811,1740397822,1.0,5,5,23.715999999999998,158.593,19.0678,160.12
82605156,593266,1,561312,1748269657,1.0,5,3,23.715999999999998,158.593,-24.7653,-110.96600000000001
83494279,594766,1,482973,1742182113,1.0,3,4,-25.679000000000002,-110.916,-2.2890099999999998,-165.239
83494448,594766,1,559042,1736324047,1.0,3,3,-25.679000000000002,-110.916,-24.3194,-111.447
83494834,594766,1,546999,1759700729,1.0,3,3,-25.679000000000002,-110.916,-23.788,-110.90700000000001
83494835,594766,1,546999,1760589521,1.0,3,3,-25.679000000000002,-110.916,-23.788,-110.90700000000001
83494837,594766,1,546999,1760207216,1.0,3,3,-25.679000000000002,-110.916,-23.788,-110.90700000000001
83494838,594766,1,519424,1760175005,1.0,3,4,-25.679000000000002,-110.916,0.44933900000000004,-165.89
83494839,594766,1,519424,1759752301,1.0,3,4,-25.679000000000002,-110.916,0.44933900000000004,-165.89
83494840,594766,1,519424,1761317565,1.0,3,4,-25.679000000000002,-110.916,0.44933900000000004,-165.89
83494841,594766,1,636990,1751226608,1.0,3,0,-25.679000000000002,-110.916,41.6555,-45.6054
83494842,594766,1,551810,1762012255,1.0,3,4,-25.679000000000002,-110.916,-1.6907400000000001,-162.996
83494843,594766,1,551810,1759949628,1.0,3,4,-25.679000000000002,-110.916,-1.6907400000000001,-162.996
83494844,594766,1,551810,1751349965,1.0,3,4,-25.679000000000002,-110.916,-1.6907400000000001,-162.996
83494849,594766,1,546999,1761063834,1.0,3,3,-25.679000000000002,-110.916,-23.788,-110.90700000000001
86173076,597992,1,652002,1755228553,1.0,4,4,2.44089,-160.922,-0.780787,-169.236
87106501,599441,1,494508,1756907600,1.0,4,2,2.74785,-162.275,-22.5174,90.2463
87107144,599441,1,545850,1748082556,1.0,4,5,2.74785,-162.275,19.588,153.83100000000002
87109392,599441,0,629627,1738843253,1.0,-1,-1,,,,
87675948,600329,1,457397,1738377654,1.0,0,4,30.2972,-34.2851,5.26273,-167.85299999999998
97056424,615605,1,638752,1737217423,1.0,5,5,21.7308,153.632,22.6482,156.841
97056427,615605,1,638752,1737036558,1.0,5,5,21.7308,153.632,22.6482,156.841
97056435,615605,0,572500,1762957658,1.0,-1,-1,,,,
97056436,615605,0,572500,1763011617,1.0,-1,-1,,,,
97056481,615605,1,638752,1737331103,1.0,5,5,21.7308,153.632,22.6482,156.841
97056488,615605,0,638752,1737311701,1.0,-1,-1,,,,
97056493,615605,1,638752,1749238686,1.0,5,5,21.7308,153.632,22.6482,156.841
97056501,615605,1,638752,1737249377,1.0,5,5,21.7308,153.632,22.6482,156.841
97056553,615605,1,638752,1737358954,1.0,5,5,21.7308,153.632,22.6482,156.841
97056623,615605,0,572500,1737408689,1.0,-1,-1,,,,
97056651,615605,1,572500,1737536800,1.0,5,5,21.7308,153.632,20.9894,154.237
97056653,615605,1,594766,1751285274,1.0,5,3,21.7308,153.632,-25.679000000000002,-110.916
97056656,615605,1,636990,1750778765,1.0,5,0,21.7308,153.632,41.6555,-45.6054
97056677,615605,1,572500,1737187778,1.0,5,5,21.7308,153.632,20.9894,154.237
97056712,615605,0,519424,1750312250,1.0,-1,-1,,,,
97056729,615605,1,551810,1749816689,1.0,5,4,21.7308,153.632,-1.6907400000000001,-162.996
97056733,615605,1,551810,1750170987,1.0,5,4,21.7308,153.632,-1.6907400000000001,-162.996
97056749,615605,0,572500,1762951309,1.0,-1,-1,,,,
97056750,615605,1,572500,1751289688,1.0,5,5,21.7308,153.632,20.9894,154.237
97056813,615605,1,572500,1737176013,1.0,5,5,21.7308,153.632,20.9894,154.237
97056827,615605,1,572500,1737006748,1.0,5,5,21.7308,153.632,20.9894,154.237
97056842,615605,1,572500,1737432833,1.0,5,5,21.7308,153.632,20.9894,154.237
97056866,615605,1,572500,1737457669,1.0,5,5,21.7308,153.632,20.9894,154.237
97056872,615605,1,519424,1750784582,1.0,5,4,21.7308,153.632,0.44933900000000004,-165.89
97057163,615605,0,638752,1762957425,1.0,-1,-1,,,,
97057169,615605,0,638752,1763006447,1.0,-1,-1,,,,
97057182,615605,0,638752,1762963129,1.0,-1,-1,,,,
97057221,615605,0,638752,1762981474,1.0,-1,-1,,,,
97057312,615605,0,638752,1762957196,1.0,-1,-1,,,,
97057323,615605,0,638752,1762991414,1.0,-1,-1,,,,
105975119,629627,0,599441,1740509251,1.0,-1,-1,,,,
105975135,629627,0,599441,1739270612,1.0,-1,-1,,,,
105975746,629627,0,599441,1745379406,1.0,-1,-1,,,,
108813696,634303,1,547661,1760314824,1.0,5,2,19.1053,156.866,-20.6298,90.1808
108813733,634303,1,561312,1756026039,1.0,5,3,19.1053,156.866,-24.7653,-110.96600000000001
108813938,634303,1,568093,1738996777,1.0,5,0,19.1053,156.866,28.3004,-47.4036
110532648,636990,1,551810,1749564217,1.0,0,4,41.6555,-45.6054,-1.6907400000000001,-162.996
110532649,636990,1,551810,1749407522,1.0,0,4,41.6555,-45.6054,-1.6907400000000001,-162.996
110532658,636990,1,594766,1750684656,1.0,0,3,41.6555,-45.6054,-25.679000000000002,-110.916
110532671,636990,1,594766,1750869840,1.0,0,3,41.6555,-45.6054,-25.679000000000002,-110.916
110532756,636990,0,581406,1763711345,1.0,-1,-1,,,,
110532761,636990,0,581406,1763256012,1.0,-1,-1,,,,
110532762,636990,0,581406,1763997180,1.0,-1,-1,,,,
110532784,636990,0,581406,1764049961,1.0,-1,-1,,,,
110532786,636990,0,581406,1763206806,1.0,-1,-1,,,,
110532788,636990,0,581406,1763382976,1.0,-1,-1,,,,
110532812,636990,0,615605,1749907031,1.0,-1,-1,,,,
110532813,636990,0,638752,1750898817,1.0,-1,-1,,,,
110532817,636990,1,546999,1749599077,1.0,0,3,41.6555,-45.6054,-23.788,-110.90700000000001
110532818,636990,1,638752,1749391375,1.0,0,5,41.6555,-45.6054,22.6482,156.841
110532819,636990,0,546999,1749376997,1.0,-1,-1,,,,
110532829,636990,0,581406,1762990573,1.0,-1,-1,,,,
110532833,636990,1,615605,1751589919,1.0,0,5,41.6555,-45.6054,21.7308,153.632
110532848,636990,1,615605,1749545834,1.0,0,5,41.6555,-45.6054,21.7308,153.632
110532850,636990,1,519424,1750280756,1.0,0,4,41.6555,-45.6054,0.44933900000000004,-165.89
110532852,636990,0,519424,1749731701,1.0,-1,-1,,,,
110532874,636990,1,615605,1749633659,1.0,0,5,41.6555,-45.6054,21.7308,153.632
110532880,636990,0,581406,1762974394,1.0,-1,-1,,,,
110532886,636990,0,581406,1750303179,1.0,-1,-1,,,,
110532887,636990,0,581406,1750237786,1.0,-1,-1,,,,
110533004,636990,0,568093,1741143722,1.0,-1,-1,,,,
111565702,638752,0,645393,1742951720,1.0,-1,-1,,,,
111566028,638752,0,572500,1737310442,1.0,-1,-1,,,,
111566264,638752,0,572500,1737513578,1.0,-1,-1,,,,
111566276,638752,0,594766,1750612070,1.0,-1,-1,,,,
111566304,638752,1,615605,1751159278,1.0,5,5,22.6482,156.841,21.7308,153.632
111566309,638752,0,615605,1737298988,1.0,-1,-1,,,,
111566314,638752,1,615605,1737245831,1.0,5,5,22.6482,156.841,21.7308,153.632
111566319,638752,1,615605,1763026595,1.0,5,5,22.6482,156.841,21.7308,153.632
111566333,638752,0,594766,1750683863,1.0,-1,-1,,,,
111566372,638752,0,636990,1749366642,1.0,-1,-1,,,,
111566373,638752,0,594766,1749560628,1.0,-1,-1,,,,
111566405,638752,0,594766,1750721100,1.0,-1,-1,,,,
111566412,638752,1,572500,1762974291,1.0,5,5,22.6482,156.841,20.9894,154.237
111566414,638752,0,519424,1749387831,1.0,-1,-1,,,,
111566415,638752,0,551810,1750739005,1.0,-1,-1,,,,
111566433,638752,0,551810,1751313757,1.0,-1,-1,,,,
111566435,638752,1,572500,1737164309,1.0,5,5,22.6482,156.841,20.9894,154.237
111566438,638752,1,572500,1737316394,1.0,5,5,22.6482,156.841,20.9894,154.237
111566443,638752,0,572500,1749712275,1.0,-1,-1,,,,
111566458,638752,0,572500,1763005194,1.0,-1,-1,,,,
111566459,638752,0,546999,1750394584,1.0,-1,-1,,,,
111566461,638752,0,551810,1751232465,1.0,-1,-1,,,,
111566463,638752,1,572500,1762952421,1.0,5,5,22.6482,156.841,20.9894,154.237
111566477,638752,0,615605,1737472646,1.0,-1,-1,,,,
111566488,638752,0,615605,1737057628,1.0,-1,-1,,,,
111566490,638752,0,615605,1737171259,1.0,-1,-1,,,,
111566493,638752,0,615605,1737547084,1.0,-1,-1,,,,
111566494,638752,0,615605,1737294998,1.0,-1,-1,,,,
111566496,638752,1,572500,1762991225,1.0,5,5,22.6482,156.841,20.9894,154.237
111566502,638752,0,551810,1749884645,1.0,-1,-1,,,,
111566505,638752,0,572500,1736993661,1.0,-1,-1,,,,
116491087,645393,0,600329,1757588408,1.0,-1,-1,,,,
116491701,645393,0,494556,1744851655,1.0,-1,-1,,,,
116492325,645393,1,566386,1746082610,1.0,3,3,-25.0584,-110.84,-24.5053,-111.53200000000001
117299554,646838,1,459691,1751555887,1.0,3,4,-25.0219,-111.07,3.2257700000000002,-166.653
122645934,655636,1,494508,1757489287,1.0,0,2,36.4502,-37.8151,-22.5174,90.2463
122646314,655636,1,480375,1764345274,1.0,0,5,36.4502,-37.8151,22.7442,157.989
122646764,655636,0,480375,1744335366,1.0,-1,-1,,,,
453268,457397,5,527449,1767225600,41.11,-1,-1,,,,
453285,457397,5,459381,1767225600,293.9,-1,-1,,,,
453287,457397,5,595298,1767225600,1817.23,-1,-1,,,,
453299,457397,5,536346,1767225600,249.34,-1,-1,,,,
453302,457397,5,520660,1767225600,2297.22,-1,-1,,,,
453306,457397,5,567195,1767225600,1409.09,-1,-1,,,,
453423,457397,5,466907,1767225600,390.78,-1,-1,,,,
453424,457397,5,589943,1767225600,862.57,-1,-1,,,,
453533,457397,5,473173,1767225600,960.43,-1,-1,,,,
453538,457397,5,620120,1767225600,5218.88,-1,-1,,,,
453543,457397,5,575030,1767225600,2192.21,-1,-1,,,,
453556,457397,5,537281,1767225600,127.35,-1,-1,,,,
453558,457397,5,523927,1767225600,2901.16,-1,-1,,,,
453561,457397,5,595581,1767225600,773.59,-1,-1,,,,
453563,457397,5,616315,1767225600,698.14,-1,-1,,,,
453564,457397,5,503701,1767225600,339.05,-1,-1,,,,
453565,457397,5,644226,1767225600,511.49,-1,-1,,,,
453569,457397,5,632961,1767225600,200.53,-1,-1,,,,
659862,457699,5,620120,1767225600,908.73,-1,-1,,,,
659869,457699,5,632961,1767225600,390.96,-1,-1,,,,
659893,457699,5,473173,1767225600,1816.82,-1,-1,,,,
660005,457699,5,459381,1767225600,540.06,-1,-1,,,,
660013,457699,5,527449,1767225600,407.32,-1,-1,,,,
660031,457699,5,589943,1767225600,3812.43,-1,-1,,,,
660045,457699,5,466907,1767225600,931.84,-1,-1,,,,
660047,457699,5,595298,1767225600,1023.53,-1,-1,,,,
660050,457699,5,567195,1767225600,54.31,-1,-1,,,,
660094,457699,5,520660,1767225600,3070.93,-1,-1,,,,
660095,457699,5,536346,1767225600,558.2,-1,-1,,,,
660099,457699,5,503218,1767225600,762.97,-1,-1,,,,
660116,457699,5,571970,1767225600,52.52,-1,-1,,,,
660124,457699,5,503701,1767225600,788.84,-1,-1,,,,
660149,457699,5,644226,1767225600,928.86,-1,-1,,,,
660166,457699,5,616315,1767225600,884.85,-1,-1,,,,
660167,457699,5,580426,1767225600,216.56,-1,-1,,,,
660173,457699,5,523927,1767225600,1165.82,-1,-1,,,,
660188,457699,5,642329,1767225600,832.7,-1,-1,,,,
1867704,459691,5,630626,1767225600,1899.22,-1,-1,,,,
1868390,459691,5,640784,1767225600,352.55,-1,-1,,,,
1868750,459691,5,580426,1767225600,38.76,-1,-1,,,,
1868768,459691,5,616315,1767225600,633.06,-1,-1,,,,
1868805,459691,5,595581,1767225600,92.51,-1,-1,,,,
1868930,459691,5,523927,1767225600,714.32,-1,-1,,,,
1869350,459691,5,466907,1767225600,268.0,-1,-1,,,,
1869367,459691,5,577992,1767225600,294.74,-1,-1,,,,
1869428,459691,5,527449,1767225600,224.46,-1,-1,,,,
1869440,459691,5,567195,1767225600,34.04,-1,-1,,,,
1869498,459691,5,459381,1767225600,217.36,-1,-1,,,,
1869517,459691,5,595298,1767225600,506.13,-1,-1,,,,
1869546,459691,5,642329,1767225600,164.1,-1,-1,,,,
1869552,459691,5,503701,1767225600,317.15,-1,-1,,,,
1869564,459691,5,571970,1767225600,68.32,-1,-1,,,,
1869568,459691,5,632961,1767225600,57.87,-1,-1,,,,
1869577,459691,5,473173,1767225600,1071.66,-1,-1,,,,
1869636,459691,5,537281,1767225600,190.31,-1,-1,,,,
2798132,461245,5,537281,1767225600,159.72,-1,-1,,,,
2798137,461245,5,589943,1767225600,270.49,-1,-1,,,,
2798147,461245,5,577992,1767225600,1177.93,-1,-1,,,,
2798198,461245,5,503701,1767225600,693.41,-1,-1,,,,
2798203,461245,5,642329,1767225600,699.92,-1,-1,,,,
2798204,461245,5,595581,1767225600,236.88,-1,-1,,,,
2798234,461245,5,620120,1767225600,117.16,-1,-1,,,,
2798238,461245,5,473173,1767225600,414.5,-1,-1,,,,
